The "SUID","Annotation","Author","Complex Expansion","Complex Expansion ID","Confidence-Score-intact-miscore","Creation Date","Detection Method","Detection Method ID","Host Organism Taxonomy","Host Organism Taxonomy ID","interaction","Interaction Type","name","Negative","Primary Interaction Type","Publication DB","Publication ID","selected","shared interaction","shared name","Source Biological Role","Source Biological Role ID","Source Database","Source Experimental Role","Source Experimental Role ID","Source Participant Detection Method","Source Participant Detection Method ID","Target Biological Role","Target Biological Role ID","Target Experimental Role","Target Experimental Role ID","Target Participant Detection Method","Target Participant Detection Method ID","Update Date","Xref","Xref ID"
"23653","figure legend:Table S1|full coverage:Only protein-protein interactions|curation depth:imex curation","Mori et al. (2011)",,,"0.4","2012/03/29","antibody array","MI:0678","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-6051551","physical association","Q96PU4 (EBI-6051551) P63208","false","physical association","pubmed|imex","21952639|IM-16950","false","EBI-6051551","Q96PU4 (EBI-6051551) P63208","unspecified role","MI:0499","psi-mi","prey","MI:0498","anti tag western blot","MI:0705","unspecified role","MI:0499","bait","MI:0496","anti tag western blot","MI:0705","2014/10/16",,
"23655","figure legend:1A|curation depth:mimix curation","Wu et al. (2007)",,,"0.64","2012/04/30","two hybrid","MI:0018","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-6113779","physical association","P33535 (EBI-6113779) Q812E9","false","physical association","pubmed","17548356","false","EBI-6113779","P33535 (EBI-6113779) Q812E9","unspecified role","MI:0499","psi-mi","bait","MI:0496","predetermined participant","MI:0396","unspecified role","MI:0499","prey","MI:0498","predetermined participant","MI:0396","2014/10/16",,
"23656","figure legend:no figure|curation depth:mimix curation","Wu et al. (2007)",,,"0.64","2012/04/30","two hybrid","MI:0018","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-6113754","physical association","P33535 (EBI-6113754) Q812E9","false","physical association","pubmed","17548356","false","EBI-6113754","P33535 (EBI-6113754) Q812E9","unspecified role","MI:0499","psi-mi","bait","MI:0496","nucleotide sequence identification","MI:0078","unspecified role","MI:0499","prey","MI:0498","nucleotide sequence identification","MI:0078","2014/10/16",,
"23657","figure legend:1B|curation depth:mimix curation","Wu et al. (2007)",,,"0.64","2012/04/30","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-6113790","physical association","P33535 (EBI-6113790) Q812E9","false","physical association","pubmed","17548356","false","EBI-6113790","P33535 (EBI-6113790) Q812E9","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16",,
"23658","figure legend:1B|curation depth:mimix curation","Wu et al. (2007)",,,"0.64","2012/04/30","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-6113794","physical association","Q812E9 (EBI-6113794) P33535","false","physical association","pubmed","17548356","false","EBI-6113794","Q812E9 (EBI-6113794) P33535","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16",,
"23659","figure legend:1C, 2B and C|curation depth:mimix curation","Wu et al. (2007)",,,"0.64","2012/04/30","bioluminescence resonance energy transfer","MI:0012","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-6113818","physical association","P33535 (EBI-6113818) Q812E9","false","physical association","pubmed","17548356","false","EBI-6113818","P33535 (EBI-6113818) Q812E9","unspecified role","MI:0499","psi-mi","fluorescence donor","MI:0583","predetermined participant","MI:0396","unspecified role","MI:0499","fluorescence acceptor","MI:0584","predetermined participant","MI:0396","2014/10/16",,
"23660","figure legend:3|curation depth:mimix curation","Wu et al. (2007)",,,"0.64","2012/04/30","pull down","MI:0096","in vitro|In vitro","-1|-1","EBI-6113832","direct interaction","P33535 (EBI-6113832) Q812E9","false","direct interaction","pubmed","17548356","false","EBI-6113832","P33535 (EBI-6113832) Q812E9","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16",,
"23661","figure legend:6D and 7|agonist:Monensin and DAMGO treatment enhance colocalization in cytoplasmuc vesicles.|curation depth:mimix curation","Wu et al. (2007)",,,"0.64","2012/04/30","confocal microscopy","MI:0663","rat-brain|Rattus norvegicus brain","10116|10116","EBI-6113843","colocalization","Q812E9 (EBI-6113843) P33535","false","colocalization","pubmed","17548356","false","EBI-6113843","Q812E9 (EBI-6113843) P33535","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","immunostaining","MI:0422","unspecified role","MI:0499","neutral component","MI:0497","immunostaining","MI:0422","2014/10/16","plasma membrane|cytoplasmic vesicle","GO:0005886|GO:0031410"
"23664","figure legend:2C|curation depth:mimix curation","Cho et al. (2006)",,,"0.51","2012/03/06","two hybrid","MI:0018","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-5743729","physical association","P59598 (EBI-5743729) P28700","false","physical association","pubmed","16606617","false","EBI-5743729","P59598 (EBI-5743729) P28700","unspecified role","MI:0499","psi-mi","prey","MI:0498","predetermined participant","MI:0396","unspecified role","MI:0499","bait","MI:0496","predetermined participant","MI:0396","2014/10/16",,
"23666","figure legend:no figure|curation depth:mimix curation","Cho et al. (2006)",,,"0.37","2012/03/06","two hybrid","MI:0018","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-5743581","physical association","Q8IXJ9 (EBI-5743581) P10276","false","physical association","pubmed","16606617","false","EBI-5743581","Q8IXJ9 (EBI-5743581) P10276","unspecified role","MI:0499","psi-mi","prey","MI:0498","nucleotide sequence identification","MI:0078","unspecified role","MI:0499","bait","MI:0496","nucleotide sequence identification","MI:0078","2014/10/16",,
"23667","figure legend:5A|curation depth:mimix curation","Cho et al. (2006)",,,"0.53","2012/03/06","pull down","MI:0096","in vitro|In vitro","-1|-1","EBI-5748327","direct interaction","Q8IXJ9 (EBI-5748327) P28700","false","direct interaction","pubmed","16606617","false","EBI-5748327","Q8IXJ9 (EBI-5748327) P28700","unspecified role","MI:0499","psi-mi","bait","MI:0496","molecular weight estimation by autoradiography","MI:0821","unspecified role","MI:0499","prey","MI:0498","molecular weight estimation by autoradiography","MI:0821","2014/10/16",,
"23669","figure legend:5A|curation depth:mimix curation","Cho et al. (2006)",,,"0.44","2012/03/06","pull down","MI:0096","in vitro|In vitro","-1|-1","EBI-5748318","direct interaction","Q8IXJ9 (EBI-5748318) P10826","false","direct interaction","pubmed","16606617","false","EBI-5748318","Q8IXJ9 (EBI-5748318) P10826","unspecified role","MI:0499","psi-mi","bait","MI:0496","molecular weight estimation by autoradiography","MI:0821","unspecified role","MI:0499","prey","MI:0498","molecular weight estimation by autoradiography","MI:0821","2014/10/16",,
"23670","figure legend:5B|curation depth:mimix curation","Cho et al. (2006)",,,"0.61","2012/03/06","anti bait coimmunoprecipitation","MI:0006","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-5748411","physical association","P59598 (EBI-5748411) P10276","false","physical association","pubmed","16606617","false","EBI-5748411","P59598 (EBI-5748411) P10276","unspecified role","MI:0499","psi-mi","prey","MI:0498","anti tag western blot","MI:0705","unspecified role","MI:0499","bait","MI:0496","anti tag western blot","MI:0705","2014/10/16",,
"23671","figure legend:5B|curation depth:mimix curation","Cho et al. (2006)",,,"0.4","2012/03/06","anti bait coimmunoprecipitation","MI:0006","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-5748421","physical association","P59598 (EBI-5748421) P19793","false","physical association","pubmed","16606617","false","EBI-5748421","P59598 (EBI-5748421) P19793","unspecified role","MI:0499","psi-mi","prey","MI:0498","anti tag western blot","MI:0705","unspecified role","MI:0499","bait","MI:0496","anti tag western blot","MI:0705","2014/10/16",,
"23673","figure legend:5B|curation depth:mimix curation","Cho et al. (2006)",,,"0.4","2012/03/06","anti bait coimmunoprecipitation","MI:0006","mouse-nih_3t3|Mus musculus Swiss NIH 3t3 embryo fibroblast cells","10090|10090","EBI-5748375","physical association","P59598 (EBI-5748375) P22605","false","physical association","pubmed","16606617","false","EBI-5748375","P59598 (EBI-5748375) P22605","unspecified role","MI:0499","psi-mi","prey","MI:0498","anti tag western blot","MI:0705","unspecified role","MI:0499","bait","MI:0496","anti tag western blot","MI:0705","2014/10/16",,
"23674","figure legend:5B|curation depth:mimix curation","Cho et al. (2006)",,,"0.51","2012/03/06","anti bait coimmunoprecipitation","MI:0006","mouse-nih_3t3|Mus musculus Swiss NIH 3t3 embryo fibroblast cells","10090|10090","EBI-5748387","physical association","P28700 (EBI-5748387) P59598","false","physical association","pubmed","16606617","false","EBI-5748387","P28700 (EBI-5748387) P59598","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16",,
"23675","figure legend:5C|curation depth:mimix curation","Cho et al. (2006)",,,"0.61","2012/03/06","anti tag coimmunoprecipitation","MI:0007","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-5748480","physical association","P59598 (EBI-5748480) P10276","false","physical association","pubmed","16606617","false","EBI-5748480","P59598 (EBI-5748480) P10276","unspecified role","MI:0499","psi-mi","prey","MI:0498","anti tag western blot","MI:0705","unspecified role","MI:0499","bait","MI:0496","anti tag western blot","MI:0705","2014/10/16",,
"23676","figure legend:5D|curation depth:mimix curation","Cho et al. (2006)",,,"0.61","2012/03/06","confocal microscopy","MI:0663","mouse-nih_3t3|Mus musculus Swiss NIH 3t3 embryo fibroblast cells","10090|10090","EBI-5748500","physical association","P59598 (EBI-5748500) P10276","false","physical association","pubmed","16606617","false","EBI-5748500","P59598 (EBI-5748500) P10276","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","tag visualisation by fluorescence","MI:0867","unspecified role","MI:0499","neutral component","MI:0497","tag visualisation by fluorescence","MI:0867","2014/10/16",,
"23679","figure legend:6|curation depth:mimix curation","Stein et al. (1995)",,,"0.44","2012/01/25","pull down","MI:0096","in vitro|In vitro","-1|-1","EBI-5333199","direct interaction","P21272 (EBI-5333199) P03372","false","direct interaction","pubmed","7651415","false","EBI-5333199","P21272 (EBI-5333199) P03372","unspecified role","MI:0499","psi-mi","bait","MI:0496","molecular weight estimation by autoradiography","MI:0821","unspecified role","MI:0499","prey","MI:0498","molecular weight estimation by autoradiography","MI:0821","2014/10/16",,
"23681","figure legend:2C|full coverage:Only protein-protein interactions|curation depth:imex curation","Taylor et al. (2008)","spoke expansion","MI:1060","0.35","2012/02/10","anti tag coimmunoprecipitation","MI:0007","human-mrc5|Human foetal lung fibroblast-like cell line","9606|9606","EBI-5485873","association","Q8N140 (EBI-5485873) Q96SB8","false","association","pubmed|imex","18086888|IM-17210","false","EBI-5485873","Q8N140 (EBI-5485873) Q96SB8","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23683","figure legend:2C|full coverage:Only protein-protein interactions|curation depth:imex curation","Taylor et al. (2008)","spoke expansion","MI:1060","0.53","2012/02/10","anti tag coimmunoprecipitation","MI:0007","human-mrc5|Human foetal lung fibroblast-like cell line","9606|9606","EBI-5485873","association","Q8N140 (EBI-5485873) Q8WV22","false","association","pubmed|imex","18086888|IM-17210","false","EBI-5485873","Q8N140 (EBI-5485873) Q8WV22","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23685","figure legend:no figure|dataset:Synapse - Interactions of proteins with an established role in the presynapse.|curation depth:mimix curation","Liang et al. (2007)",,,"0.64","2011/12/19","two hybrid","MI:0018","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-5322012","physical association","P33535 (EBI-5322012) P07825","false","physical association","pubmed","17005904","false","EBI-5322012","P33535 (EBI-5322012) P07825","unspecified role","MI:0499","psi-mi","bait","MI:0496","predetermined participant","MI:0396","unspecified role","MI:0499","prey","MI:0498","predetermined participant","MI:0396","2014/10/16",,
"23686","figure legend:no figure|dataset:Synapse - Interactions of proteins with an established role in the presynapse.|curation depth:mimix curation","Liang et al. (2007)",,,"0.64","2011/12/19","two hybrid","MI:0018","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-5322001","physical association","P07825 (EBI-5322001) P33535","false","physical association","pubmed","17005904","false","EBI-5322001","P07825 (EBI-5322001) P33535","unspecified role","MI:0499","psi-mi","prey","MI:0498","nucleotide sequence identification","MI:0078","unspecified role","MI:0499","bait","MI:0496","nucleotide sequence identification","MI:0078","2014/10/16",,
"23687","figure legend:1A|dataset:Synapse - Interactions of proteins with an established role in the presynapse.|curation depth:mimix curation","Liang et al. (2007)",,,"0.64","2011/12/19","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-5322023","physical association","P33535 (EBI-5322023) P07825","false","physical association","pubmed","17005904","false","EBI-5322023","P33535 (EBI-5322023) P07825","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16",,
"23688","figure legend:1B|dataset:Synapse - Interactions of proteins with an established role in the presynapse.|curation depth:mimix curation","Liang et al. (2007)",,,"0.64","2011/12/19","pull down","MI:0096","in vitro|In vitro","-1|-1","EBI-5322034","physical association","P33535 (EBI-5322034) P07825","false","physical association","pubmed","17005904","false","EBI-5322034","P33535 (EBI-5322034) P07825","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16",,
"23689","figure legend:1c|dataset:Synapse - Interactions of proteins with an established role in the presynapse.|curation depth:mimix curation","Liang et al. (2007)",,,"0.64","2011/12/19","bioluminescence resonance energy transfer","MI:0012","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-5322045","physical association","P07825 (EBI-5322045) P33535","false","physical association","pubmed","17005904","false","EBI-5322045","P07825 (EBI-5322045) P33535","unspecified role","MI:0499","psi-mi","fluorescence acceptor","MI:0584","tag visualisation by fluorescence","MI:0867","unspecified role","MI:0499","fluorescence donor","MI:0583","tag visualisation by fluorescence","MI:0867","2014/10/16",,
